Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Latitude,Longitude,Location
19641712,01/20/2011 01:05:26 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Mixed Use Building,11216,1316 FULTON STREET,FULTON STREET,NOSTRAND AVENUE,VERONA PLACE,,,ADDRESS,BROOKLYN,,N/A,Assigned,02/19/2011 01:05:26 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",01/20/2011 05:46:54 PM,03 BROOKLYN,BROOKLYN,998607,187136,40.6803102119299,-73.9482374531018,"(40.6803102119299, -73.9482374531018)"
19640426,01/20/2011 12:18:34 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,Commercial Building,11213,127 KINGSTON AVENUE,KINGSTON AVENUE,BERGEN STREET,ST MARK'S AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,02/19/2011 12:18:34 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",01/20/2011 05:46:10 PM,08 BROOKLYN,BROOKLYN,1000445,185369,40.67545702557773,-73.94161499910157,"(40.67545702557773, -73.94161499910157)"
19641713,01/20/2011 01:18:20 PM,01/20/2011 01:53:54 PM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,11207,1459 BUSHWICK AVENUE,BUSHWICK AVENUE,CHAUNCEY STREET,PILLING STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,02/19/2011 01:18:20 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,01/20/2011 01:53:54 PM,04 BROOKLYN,BROOKLYN,1009770,188391,40.683729755151326,-73.90798578377245,"(40.683729755151326, -73.90798578377245)"
19661243,01/23/2011 10:16:18 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,1-2 Family Dwelling,11213,100 KINGSTON AVENUE,KINGSTON AVENUE,DEAN STREET,BERGEN STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,02/22/2011 10:16:18 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",01/25/2011 05:26:12 PM,08 BROOKLYN,BROOKLYN,1000458,185642,40.67620632508334,-73.9415674759704,"(40.67620632508334, -73.9415674759704)"
19666859,01/24/2011 12:28:39 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11226,2813 CORTELYOU ROAD,CORTELYOU ROAD,EAST 28 STREET,EAST 29 STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,02/23/2011 12:28:39 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",01/25/2011 05:26:51 PM,17 BROOKLYN,BROOKLYN,997966,174039,40.644362864130706,-73.95057514865233,"(40.644362864130706, -73.95057514865233)"
19677398,01/25/2011 03:20:25 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,10469,2520 KINGSLAND AVENUE,KINGSLAND AVENUE,MACE AVENUE,ALLERTON AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,02/24/2011 03:20:25 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",01/25/2011 05:26:13 PM,11 BRONX,BRONX,1028806,253814,40.86322303382577,-73.83891644698207,"(40.86322303382577, -73.83891644698207)"
19694532,01/27/2011 07:38:10 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Mixed Use Building,10030,111 WEST 136 STREET,WEST 136 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,02/26/2011 07:38:10 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",01/28/2011 03:48:43 PM,10 MANHATTAN,MANHATTAN,1000575,236231,40.815060171757246,-73.94102287848577,"(40.815060171757246, -73.94102287848577)"
19706977,01/28/2011 06:59:27 PM,02/01/2011 09:01:54 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,10469,903 ARNOW AVENUE,ARNOW AVENUE,BRONXWOOD AVENUE,RADCLIFF AVENUE,,,ADDRESS,BRONX,,N/A,Closed,02/27/2011 06:59:27 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,02/01/2011 09:01:54 AM,11 BRONX,BRONX,1022617,255466,40.86778633490784,-73.86128207451343,"(40.86778633490784, -73.86128207451343)"
19706061,01/28/2011 10:51:56 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,3+ Family Mixed Use Building,10016,220 EAST 27 STREET,EAST 27 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,02/27/2011 10:51:56 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",01/28/2011 03:47:54 PM,06 MANHATTAN,MANHATTAN,989607,209267,40.74106456887091,-73.98066832887227,"(40.74106456887091, -73.98066832887227)"
19727421,01/31/2011 09:30:35 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Mixed Use Building,10065,1160 3 AVENUE,3 AVENUE,EAST 67 STREET,EAST 68 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,03/02/2011 09:30:35 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",01/31/2011 03:36:37 PM,08 MANHATTAN,MANHATTAN,994599,218707,40.766970536678855,-73.96263929642892,"(40.766970536678855, -73.96263929642892)"
19724946,01/31/2011 09:21:25 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,10065,1062 3 AVENUE,3 AVENUE,EAST 62 STREET,EAST 63 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,03/02/2011 09:21:25 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",01/31/2011 03:36:37 PM,08 MANHATTAN,MANHATTAN,993979,217590,40.76390536472981,-73.96487916167712,"(40.76390536472981, -73.96487916167712)"
19736382,02/01/2011 05:52:52 PM,02/03/2011 09:22:04 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,1-2 Family Mixed Use Building,11213,127 KINGSTON AVENUE,KINGSTON AVENUE,BERGEN STREET,ST MARK'S AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,03/03/2011 05:52:52 PM,The Department of Health and Mental Hygiene has determined that this issue is not within its jurisdiction; it cannot be determined if another agency would regulate the issue reported. This Service Request has been closed.,02/03/2011 09:22:04 AM,08 BROOKLYN,BROOKLYN,1000445,185369,40.67545702557773,-73.94161499910157,"(40.67545702557773, -73.94161499910157)"
19734050,02/01/2011 08:52:47 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11235,2784 BATCHELDER STREET,BATCHELDER STREET,SHORE PARKWAY,LOSEE TERRACE,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/03/2011 08:52:47 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/01/2011 05:55:33 PM,15 BROOKLYN,BROOKLYN,1001973,152649,40.58564464263372,-73.93619229418628,"(40.58564464263372, -73.93619229418628)"
19736383,02/01/2011 05:49:21 PM,02/03/2011 09:03:53 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,1-2 Family Mixed Use Building,11213,100 KINGSTON AVENUE,KINGSTON AVENUE,DEAN STREET,BERGEN STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,03/03/2011 05:49:21 PM,The Department of Health and Mental Hygiene has determined that this issue is not within its jurisdiction; it cannot be determined if another agency would regulate the issue reported. This Service Request has been closed.,02/03/2011 09:03:53 AM,08 BROOKLYN,BROOKLYN,1000458,185642,40.67620632508334,-73.9415674759704,"(40.67620632508334, -73.9415674759704)"
19742622,02/02/2011 11:24:46 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11374,92-29 QUEENS BOULEVARD,QUEENS BOULEVARD,ELIOT AVENUE,LIE WB ENTRANCE QUEENS BLVD,,,ADDRESS,REGO PARK,,N/A,Assigned,03/04/2011 11:24:46 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/02/2011 04:41:02 PM,06 QUEENS,QUEENS,1020954,206119,40.732349553967865,-73.86756447236753,"(40.732349553967865, -73.86756447236753)"
19742623,02/02/2011 01:16:43 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11235,2911 BRIGHTON 5 STREET,BRIGHTON 5 STREET,NEPTUNE AVENUE,BRIGHTON 4 COURT,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/04/2011 01:16:43 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/02/2011 04:41:02 PM,13 BROOKLYN,BROOKLYN,994357,150878,40.58079555459005,-73.96361464643329,"(40.58079555459005, -73.96361464643329)"
19752127,02/03/2011 04:45:45 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,10463,3528 JOHNSON AVENUE,JOHNSON AVENUE,WEST 235 STREET,WEST 236 STREET,,,ADDRESS,BRONX,,N/A,Assigned,03/05/2011 04:45:45 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/04/2011 03:21:16 PM,08 BRONX,BRONX,1009175,262085,40.88600162525509,-73.9098576689756,"(40.88600162525509, -73.9098576689756)"
19752099,02/03/2011 04:38:22 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10027,249 WEST 122 STREET,WEST 122 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,03/05/2011 04:38:22 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/04/2011 03:21:23 PM,10 MANHATTAN,MANHATTAN,997765,233532,40.807656914228076,-73.95117996197563,"(40.807656914228076, -73.95117996197563)"
19759273,02/04/2011 12:04:25 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,3+ Family Mixed Use Building,11423,188-30 87 DRIVE,87 DRIVE,188 STREET,DEAD END,,,ADDRESS,HOLLIS,,N/A,Assigned,03/06/2011 12:04:25 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/04/2011 03:21:22 PM,08 QUEENS,QUEENS,1047046,200190,40.7159291817955,-73.77347486247189,"(40.7159291817955, -73.77347486247189)"
19761310,02/04/2011 09:39:50 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,3+ Family Apartment Building,11214,2075 79 STREET,79 STREET,20 AVENUE,21 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/06/2011 09:39:50 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/04/2011 03:21:17 PM,11 BROOKLYN,BROOKLYN,986294,160667,40.60766991670706,-73.99263860703347,"(40.60766991670706, -73.99263860703347)"
19768878,02/05/2011 08:12:59 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,11101,42-02 NORTHERN BOULEVARD,NORTHERN BOULEVARD,42 STREET,42 PLACE,,,ADDRESS,LONG ISLAND CITY,,N/A,Assigned,03/07/2011 08:12:59 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/08/2011 04:28:29 PM,01 QUEENS,QUEENS,1006033,213652,40.753075083500725,-73.92137805305671,"(40.753075083500725, -73.92137805305671)"
19804911,02/10/2011 11:23:26 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10022,321 EAST 54 STREET,EAST 54 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,03/12/2011 11:23:26 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/10/2011 04:54:35 PM,06 MANHATTAN,MANHATTAN,993669,215109,40.7570959923363,-73.9660017105082,"(40.7570959923363, -73.9660017105082)"
19813541,02/11/2011 09:04:09 AM,02/11/2011 09:27:25 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11233,1833 PARK PLACE,PARK PLACE,SARATOGA AVENUE,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,03/13/2011 09:04:09 AM,The Department of Health and Mental Hygiene cannot send official written documentation because the mailing information provided was incorrect or incomplete.  Please verify the mailing information provided and log another complaint.,02/11/2011 09:27:25 AM,16 BROOKLYN,BROOKLYN,1007413,183966,40.67159061762584,-73.9164993218235,"(40.67159061762584, -73.9164993218235)"
19804912,02/10/2011 01:10:52 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,11415,84-68 127 STREET,127 STREET,KEW GARDENS ROAD,AUSTIN STREET,,,ADDRESS,KEW GARDENS,,N/A,Assigned,03/12/2011 01:10:52 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/10/2011 04:54:36 PM,09 QUEENS,QUEENS,1032771,196844,40.70683503176877,-73.82499328317151,"(40.70683503176877, -73.82499328317151)"
19820122,02/12/2011 11:12:57 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11417,107-48 105 STREET,105 STREET,107 AVENUE,ROCKAWAY BOULEVARD,,,ADDRESS,OZONE PARK,,N/A,Assigned,03/14/2011 11:12:57 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/14/2011 03:45:04 PM,10 QUEENS,QUEENS,1029941,187267,40.68056349644767,-73.83526553113076,"(40.68056349644767, -73.83526553113076)"
19829511,02/14/2011 02:20:01 PM,03/15/2011 01:58:29 PM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10011,228 WEST 18 STREET,WEST 18 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,03/16/2011 02:20:01 PM,The Office of Veterinary Public Health Services has investigated the complaint and no violations were cited.,03/15/2011 01:58:29 PM,04 MANHATTAN,MANHATTAN,984566,209413,40.74146691934281,-73.99885965187275,"(40.74146691934281, -73.99885965187275)"
19829510,02/14/2011 02:40:37 PM,03/18/2011 03:34:53 PM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11218,417 EAST 8 STREET,EAST 8 STREET,AVENUE C,CORTELYOU ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,03/16/2011 02:40:37 PM,The Office of Veterinary Public Health Services has investigated the complaint and no violations were cited.,03/18/2011 03:34:53 PM,12 BROOKLYN,BROOKLYN,992318,172391,40.63984640423088,-73.97092937466692,"(40.63984640423088, -73.97092937466692)"
19824673,02/13/2011 10:11:30 AM,02/14/2011 11:19:15 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11418,86-27 130 STREET,130 STREET,HILLSIDE AVENUE,JAMAICA AVENUE,,,ADDRESS,RICHMOND HILL,,N/A,Closed,03/15/2011 10:11:30 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,02/14/2011 11:19:15 AM,09 QUEENS,QUEENS,1033512,195465,40.703045914794814,-73.82233072184577,"(40.703045914794814, -73.82233072184577)"
19824800,02/13/2011 09:39:02 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11373,41-06 DENMAN STREET,DENMAN STREET,WHITNEY AVENUE,LAMONT AVENUE,,,ADDRESS,ELMHURST,,N/A,Assigned,03/15/2011 09:39:02 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/14/2011 03:44:37 PM,04 QUEENS,QUEENS,1019035,211259,40.74646531883144,-73.87446202752055,"(40.74646531883144, -73.87446202752055)"
19837701,02/15/2011 10:11:15 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11207,664 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/17/2011 10:11:15 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/15/2011 04:57:52 PM,05 BROOKLYN,BROOKLYN,1014071,180133,40.66104996885962,-73.89251476473476,"(40.66104996885962, -73.89251476473476)"
19847236,02/16/2011 08:06:51 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11106,31-21 29 STREET,29 STREET,31 AVENUE,BROADWAY,,,ADDRESS,ASTORIA,,N/A,Assigned,03/18/2011 08:06:51 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/17/2011 06:29:07 PM,01 QUEENS,QUEENS,1004889,217830,40.7645453647657,-73.92549429381576,"(40.7645453647657, -73.92549429381576)"
19855895,02/17/2011 04:38:00 PM,02/18/2011 08:30:49 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11373,41-06 DENMAN STREET,DENMAN STREET,WHITNEY AVENUE,LAMONT AVENUE,,,ADDRESS,ELMHURST,,N/A,Closed,03/19/2011 04:38:00 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,02/18/2011 08:30:49 AM,04 QUEENS,QUEENS,1019035,211259,40.74646531883144,-73.87446202752055,"(40.74646531883144, -73.87446202752055)"
19846899,02/16/2011 10:25:29 AM,02/16/2011 11:20:48 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11373,41-06 DENMAN STREET,DENMAN STREET,WHITNEY AVENUE,LAMONT AVENUE,,,ADDRESS,ELMHURST,,N/A,Closed,03/18/2011 10:25:29 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,02/16/2011 11:20:48 AM,04 QUEENS,QUEENS,1019035,211259,40.74646531883144,-73.87446202752055,"(40.74646531883144, -73.87446202752055)"
19847224,02/16/2011 07:40:21 PM,02/17/2011 10:02:42 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10065,435 EAST 65 STREET,EAST 65 STREET,1 AVENUE,YORK AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,03/18/2011 07:40:21 PM,The Department of Health and Mental Hygiene cannot send official written documentation because the mailing information provided was incorrect or incomplete.  Please verify the mailing information provided and log another complaint.,02/17/2011 10:02:42 AM,08 MANHATTAN,MANHATTAN,995864,217219,40.76288479011062,-73.95807511863606,"(40.76288479011062, -73.95807511863606)"
19863671,02/18/2011 03:40:34 PM,02/18/2011 04:14:42 PM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11219,933 58 STREET,58 STREET,9 AVENUE,FT HAMILTON PARKWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,03/20/2011 03:40:34 PM,The Department of Health and Mental Hygiene cannot send official written documentation because the mailing information provided was incorrect or incomplete.  Please verify the mailing information provided and log another complaint.,02/18/2011 04:14:42 PM,12 BROOKLYN,BROOKLYN,982757,170566,40.63484071716524,-74.00537917541209,"(40.63484071716524, -74.00537917541209)"
19855536,02/17/2011 03:32:34 PM,02/17/2011 03:57:38 PM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10455,372 EAST 152 STREET,EAST 152 STREET,COURTLANDT AVENUE,MELROSE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,03/19/2011 03:32:34 PM,The Department of Health and Mental Hygiene has determined that this issue is not within its jurisdiction; it cannot be determined if another agency would regulate the issue reported. This Service Request has been closed.,02/17/2011 03:57:38 PM,01 BRONX,BRONX,1006994,237486,40.81849059915074,-73.91782879678605,"(40.81849059915074, -73.91782879678605)"
19855537,02/17/2011 12:26:24 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10032,839 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,WEST 160 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,03/19/2011 12:26:24 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/17/2011 06:29:07 PM,12 MANHATTAN,MANHATTAN,999023,243993,40.8363673808515,-73.94661267746146,"(40.8363673808515, -73.94661267746146)"
19863991,02/18/2011 12:55:51 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11223,1780 WEST 3 STREET,WEST 3 STREET,KINGS HIGHWAY,HIGHLAWN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/20/2011 12:55:51 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/22/2011 05:28:50 PM,11 BROOKLYN,BROOKLYN,990897,159411,40.60422019610889,-73.97606230366148,"(40.60422019610889, -73.97606230366148)"
19870319,02/19/2011 12:50:12 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11207,617 MILLER AVENUE,MILLER AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/21/2011 12:50:12 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/22/2011 05:28:50 PM,05 BROOKLYN,BROOKLYN,1014958,181655,40.665224486970004,-73.88931078024017,"(40.665224486970004, -73.88931078024017)"
19863672,02/18/2011 04:37:34 PM,02/18/2011 04:54:06 PM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10011,228 WEST 18 STREET,WEST 18 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,03/20/2011 04:37:34 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,02/18/2011 04:54:06 PM,04 MANHATTAN,MANHATTAN,984566,209413,40.74146691934281,-73.99885965187275,"(40.74146691934281, -73.99885965187275)"
19880374,02/21/2011 11:30:48 AM,02/22/2011 01:23:38 PM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11218,417 EAST 8 STREET,EAST 8 STREET,AVENUE C,CORTELYOU ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,03/23/2011 11:30:48 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,02/22/2011 01:23:38 PM,12 BROOKLYN,BROOKLYN,992318,172391,40.63984640423088,-73.97092937466692,"(40.63984640423088, -73.97092937466692)"
19870419,02/19/2011 03:38:45 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11214,2260 BENSON AVENUE,BENSON AVENUE,BAY 32 STREET,23 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/21/2011 03:38:45 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/22/2011 05:29:54 PM,11 BROOKLYN,BROOKLYN,985945,157580,40.5991968037294,-73.99389629273313,"(40.5991968037294, -73.99389629273313)"
19886208,02/22/2011 03:36:04 PM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,11215,139 12 STREET,12 STREET,2 AVENUE,3 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/24/2011 03:36:04 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please log another complaint.",02/22/2011 05:30:04 PM,06 BROOKLYN,BROOKLYN,986093,183399,40.670064439670334,-73.99335629213063,"(40.670064439670334, -73.99335629213063)"
